primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
Éoliennes: du rêve aux réalités	2021	119	Documentary	9.4	95
Seethayanam	2022	135	Drama,Thriller	6.1	2368
The Grave	2020	132	Drama	7.1	188
Fire of Teak Flame of Chinar	2021	121	Drama	6.3	7
The Cost	2022	108	Drama,Thriller	8.8	59
Miracle: Letters to the President	2021	117	Drama	7.3	936
B.A. Pass 3	2021	136	Drama,Romance	5.7	3028
A Butterfly's Heart	2021	108	Drama,Family	7.5	67
Double Patty	2021	107	Drama	5.4	309
Innale Vare	2022	136	Drama,Thriller	6.1	723
Dalgalar ve Izler	2021	102	Drama	4.6	37
Invisible Threads - From Wireless to War	2021	130	Documentary	10.0	6
The Kids of Santa Fe: The Largest Unknown Mass Shooting	2021	120	Documentary	7.7	25
They/Them	2022	104	Horror,Mystery,Thriller	3.8	9701
Prophetess	2021	144	Comedy,Drama	6.3	22
My Love	2021	115	Comedy,Romance	6.0	358
Premaatur	2021	109	Horror,Romance,Thriller	6.9	9
The Amnesia Fortnight Movie	2021	111	Documentary	7.5	17
Along for the Ride	2022	106	Drama,Romance	6.1	7830
Here I Am, Again!!!!	2021	105	Documentary	8.1	111
Jogakhichuri	2021	105	Comedy,Thriller	7.9	11
Waiting for Godot	2021	180	Drama	7.2	36
Una relazione	2021	110	Comedy,Drama,Romance	5.8	263
Only Fools Rush In	2022	128	Action,Comedy,Drama	5.6	311
Roadrunner: A Film About Anthony Bourdain	2021	119	Documentary	7.7	8314
A Long Cold Winter	2016	139	Documentary	6.5	39
Since I Been Down	2020	105	Documentary	6.8	31
The Assistant	2021	135	Thriller	5.1	15
Karkhanisanchi Waari: Ashes on a road trip	2021	108	Comedy,Drama,Family	6.8	220
Criminali si diventa	2021	115	Comedy	7.6	7
Sardar	2022	166	Action,Drama,Thriller	7.5	6659
Idiot	2022	126	Comedy,Drama,Horror	3.2	315
Zoraki Misafir	2021	114	Comedy	5.4	345
Wedding Proposal	2021	102	Comedy,Drama,Romance	7.1	52
Mascarade	2022	134	Crime,Drama	6.5	1696
Vive le travail !	2021	104	Documentary	4.8	6
Endless Rain	2021	117	Drama,Romance	6.6	328
The Invisible Thread	2022	109	Comedy,Drama,Family	6.8	2183
November	2022	106	Crime,Drama,Thriller	6.8	3559
Play It Cool	2021	103	Adventure,Crime,Drama	7.6	1553
Attachment	2022	105	Comedy,Horror,Romance	5.9	843
Love Will Tear Us Apart	2021	105	Romance	6.3	259
National Champions	2021	116	Drama,Sport	5.7	1602
Sold	2022	117	Thriller	8.1	30
O Ammayi Crime Story	2021	129	Horror	8.3	131
Crimes of the Future	2022	107	Drama,Horror,Sci-Fi	5.9	34434
In A Different Key	2020	102	Documentary	8.2	63
Lagan	2022	138	Drama,Romance	9.7	73
In Nisha Apartments	2021	105	Crime	7.9	16
Image of Victory	2021	128	Drama,History,War	6.8	529
The Land Between the Lakes	2021	110	Animation	4.0	30
Moon Man	2022	122	Comedy,Sci-Fi	6.4	1238
One Night Off	2021	104	Comedy	5.3	968
Fisaa	2021	200	Crime	8.7	12
13th Day of Christmas	2021	120	Crime,Drama,Thriller	6.8	15
War: La guerra desiderata	2022	130	War	5.0	130
Morrer a Rir - Roast ao Cancro	2020	126	Comedy	5.8	5
Natasha Hall	2021	119	Comedy,Mystery,Thriller	9.2	13
Lovely Boy	2021	105	Drama,Music	5.8	256
BAM: Builders of the Ancient Mysteries	2020	139	Documentary	7.2	197
Po cem muzi touzí 2	2022	120	Comedy,Fantasy	5.4	89
I'm a Girl, I'm a Princess	2021	120	Drama	6.8	111
Tirsaat	2022	136	Drama	8.4	11
Mr. Peyii	2021	119	Comedy,Horror	6.9	101
Radical	2023	122	Drama	8.6	77
One Day When We Were Young	2021	110	Documentary	7.4	38
Air Force: The Movie - Selagi Bernyawa	2022	103	Action,Adventure,War	5.3	439
Enfermo Amor	2022	120	Comedy,Romance	7.0	65
Lord of the Ants	2022	134	Biography,Drama,History	6.8	908
A Match Made at Christmas	2021	115	Comedy,Drama,Romance	5.3	711
God's Not Dead: We the People	2021	110	Drama	4.2	1413
Dear Imamku	2021	105	Drama,Romance	7.7	12
Axiom	2022	112	Drama	6.6	126
Run	2021	130	Drama	5.3	20
A Christmas Number One	2021	112	Comedy,Romance	5.5	966
Above the World	2022	110	Drama	7.5	105
Changes	2021	145	Family	7.8	7
2050	2020	106	Drama,Fantasy,Sci-Fi	3.8	1038
The Pastor and the Revolutionary	2023	115	Drama,History	7.0	23
The Hummingbird	2022	126	Drama	6.5	679
Don Juan	2022	110	Comedy,Drama,Musical	4.7	232
Almighty Zeus	2022	115	Action	4.8	45
Malaysia to Amnesia	2021	116	Comedy,Drama	6.4	617
The Devil You Know	2022	116	Thriller	5.1	940
Niagara	2022	106	Comedy,Drama	6.6	159
Loving Adults	2022	104	Crime,Drama,Thriller	6.5	11226
Michael Cimino, God Bless America	2021	130	Biography,Documentary	7.1	65
Spin Me Round	2022	104	Comedy,Romance	5.2	4001
Land of Gold	2022	105	Drama	7.6	39
The Warriorr	2022	155	Action,Crime,Drama	4.7	1686
Aa Ammayi Gurinchi Meeku Cheppali	2022	142	Drama	6.4	666
Honsla Rakh	2021	145	Comedy,Drama,Romance	7.3	7658
Carbon	2022	115	Drama,Mystery,Thriller	5.9	235
Sweet & Sour	2021	101	Comedy,Romance	6.7	2926
Friday the 13th Vengeance 2: Bloodlines	2022	108	Horror	6.5	1226
Writer	2022	103	Crime,Mystery,Thriller	7.6	74
Hell's Garden	2021	102	Action,Comedy	6.3	252
And So the Baton Is Passed	2021	137	Drama	6.8	285
Intolerance	2021	107	Drama	7.1	522
Made in Heaven	2019	116	Comedy,Fantasy,Romance	4.6	8
Diamonds in the Sky	2019	112	Drama	5.8	6
She Is	2019	106	Drama	6.9	10
Swagatam	2021	120	Comedy,Thriller	6.7	1307
Seven and a Half Dates	2018	102	Drama	5.7	7
My Tree	2021	102	Documentary	7.0	5
Skating Polly: Ugly Pop	2021	107	Documentary	8.0	10
A Garden of Camellias	2021	128	Family	6.2	17
Blue	2021	107	Drama,Sport	6.6	410
Sumodo	2020	104	Documentary,Sport	6.8	80
Kurt Vonnegut: Unstuck in Time	2021	127	Documentary	7.8	1124
Nuvvante Pichhe	2021	102	Romance	3.5	107
1980	2021	110	Thriller	6.5	85
Prakash	2022	125	Drama	9.1	563
Dwimukha	2022	122	Comedy,Drama,Mystery	8.0	23
Encountering BACH	2020	130	Documentary,Music	9.3	24
Hilma	2022	120	Biography,Drama	6.0	655
Doula	2022	105	Comedy	4.4	235
Brother and Sister	2022	108	Drama	5.6	922
Bitchin': The Sound and Fury of Rick James	2021	111	Documentary,Music	7.3	631
Bernstein's Wall	2021	105	Biography,Documentary,Music	7.5	23
Lockdown: Uma História de Desinformação e Poder	2021	112	Documentary	8.7	11
Stockholm Syndrome	2021	105	Documentary	5.8	259
Arsenault & Fils	2022	120	Crime,Drama	6.7	286
Aru shokuba	2020	135	Drama	5.9	9
Nosari no shima	2020	129	Drama	5.2	11
Ninzû no machi	2020	111	Drama,Mystery	6.2	93
Sayonara terebi	2020	109	Documentary	6.2	6
Not Out	2021	108	Drama,Sport	6.2	16
Me Sinto Bem Com Você	2021	140	Drama,Romance	6.0	133
Butcher's Crossing	2022	105	Drama,Western	6.6	154
The Knight in Tiger's Skin	2022	108	Animation	8.0	46
Raktbeej	2022	121	Drama,Mystery,Thriller	7.8	90
Bröllop, begravning och dop - Filmen	2021	108	Comedy,Drama,Romance	5.0	178
Schächten: A Retribution	2022	110	Drama	6.7	66
First Lady 3	2021	107	Drama	7.4	51
Rooney	2022	103	Documentary,Sport	6.8	2360
Gajanana and gang	2022	108	Comedy,Drama	8.3	68
Viraat	2021	150	Crime	7.8	308
El mundo es vuestro	2022	102	Comedy	4.6	225
The Eight Mountains	2022	147	Drama	7.8	5126
Enola Holmes 2	2022	129	Action,Adventure,Crime	6.7	85787
Uncharted	2022	116	Action,Adventure	6.3	226239
Kevin Garnett: Anything Is Possible	2021	120	Documentary	7.2	228
Gorenography	2021	162	Documentary	4.6	11
Cat Person	2023	120	Drama,Thriller	6.0	159
Mute	2018	126	Mystery,Sci-Fi,Thriller	5.4	36696
Petrol Sevdasi	2020	109	Comedy	4.0	25
Kuttram Kuttrame	2022	107	Action,Drama	6.2	289
Last Chance Charlene	2022	115	Comedy,Drama	8.1	19
The Body Fights Back	2021	106	Documentary	4.1	41
Il pataffio	2022	117	Drama,History	5.8	92
Babylon	2022	151	Action,Drama	7.4	10
Ura Aka: L'Aventure	2021	101	Drama,Romance	6.3	93
Unspoken	2022	116	Documentary	8.4	20
Symbolicus Vol 1	2021	109	Horror	5.9	22
Soldaten	2021	102	Documentary	6.4	24
Arc	2021	127	Drama,Sci-Fi	5.8	45
N4	2023	142	Crime,Thriller	7.1	72
How Is Katia?	2022	101	Drama	7.1	77
Bungalow	2022	101	Comedy,Drama	7.5	42
Prancer: A Christmas Tale	2022	102	Drama,Family,Fantasy	6.0	275
Din: The Day	2021	208	Action	3.3	2106
Lyle, Lyle, Crocodile	2022	106	Adventure,Animation,Comedy	6.1	11138
Where Birds Dream	2022	124	Drama	6.6	7
Lekh	2022	123	Drama,Romance	7.4	1510
Victim	2021	120	Drama	4.9	9
MICerz	2021	113	Comedy	5.3	58
The Tomorrow Job	2023	105	Action,Sci-Fi	4.2	333
Ieandavi	2021	117	Horror	8.7	502
Dada Lakhmi	2022	154	Biography	9.0	485
Confessions	2022	109	Action,Crime,Drama	6.4	500
Last Man Standing: Suge Knight and the Murders of Biggie & Tupac	2021	105	Documentary	6.6	585
Historya ni Ha	2021	250	Drama	6.2	70
Young Plato	2021	102	Documentary	7.9	288
All About My Sisters	2021	174	Documentary	7.0	23
Decameron	2021	107	Documentary	6.0	10
The Blue Danube	2020	105	Comedy,War	6.8	52
Strive, Strive, Strive	2021	110	Documentary,Sport	8.8	83
Mapplethorpe: The Director's Cut	2020	114	Biography	6.8	72
Man and Dog	2022	108	Drama	6.9	88
Uhinchaledhu Kadu	2022	135	Drama,Mystery	7.3	982
Piece of My Heart	2022	114	Drama,Music	7.5	102
Sakharov. Two Lives	2021	119	Documentary	6.5	124
Baywatch	2017	116	Action,Comedy,Crime	5.5	192946
9 Stacks	2021	107	Action,Comedy,Drama	4.7	59
The Smoke Master	2022	104	Action,Comedy	8.5	28
Lord of the Orphans	2020	150	Drama	4.0	5
Noir	2021	147	Drama,Thriller	4.5	113
Mister Knockout	2022	117	Biography,Drama,History	5.6	231
Until Tomorrow	2022	106	Drama	7.4	23
Pink Rabbit	2022	104	Action,Horror	6.6	32
Gekijouban Re: cycle of the Penguindrum - Movie 1	2022	124	Adventure,Animation,Fantasy	6.9	15
Ribbon	2021	115	Drama	6.5	42
Eye for Eye	2022	120	Western	5.5	23
Dream Boy	2022	141	Comedy,Drama,Romance	6.8	1545
Atma Vasikaranam	2021	113	Drama,Horror,Romance	6.2	20
Southern Fists - The Rise of Heroes (2020)	2020	104	Action,Adventure	8.9	63
Family Bond	2020	123	Drama	6.8	8
Marley	2022	106	Drama	5.6	20
Pipeline	2021	108	Action,Crime	6.0	772
Franky Five Star	2023	114	Comedy,Drama,Fantasy	7.5	13
Gatao: The Last Stray	2021	121	Action,Crime,Drama	5.9	312
I'll Show You Mine	2022	102	Drama	7.1	9
Milosc na pierwsza strone	2022	120	Comedy,Romance	5.1	58
Japan Sinks: 2020 Theatrical Edition	2020	151	Drama	6.5	17
Unfinished Story	2022	111	Drama	7.0	7
Rainbow	2022	117	Drama	4.6	984
The Cost of Deception	2021	125	Action,Crime,Drama	1.5	39372
Northeastern Bro	2021	103	Comedy,Drama,Romance	5.5	8
Kímmapiiyipitssini: The Meaning of Empathy	2021	125	Documentary	8.4	30
Khaao Piyo Aish Karo	2022	143	Comedy	7.2	737
Kokoli: Fish Out of Water	2021	125	Drama,Family,Romance	8.7	31
The Princess Switch 3	2021	106	Comedy,Drama,Family	5.5	6772
Val	2021	109	Biography,Documentary	7.6	13477
Shuttlecock	2020	105	Drama	6.6	73
Easy Targets	2021	104	Drama,War	5.4	23
Raati Sari Sari Jauchi	2021	120	Drama	8.6	35
Arashi Anniversary Tour 5 x 20 Film: Record of Memories	2021	147	Music	8.3	34
Mom Is Pregnant	2021	102	Comedy	5.5	925
Bridget Jones's Baby	2016	123	Comedy,Drama,Romance	6.5	78149
Dangerous Men	2022	110	Comedy,Crime	5.9	359
Love Sorries	2021	101	Comedy,Drama,Romance	8.9	97
Its Your Fault That My Heart Beats	2021	104	Drama	5.3	44
Pazhagiya Naatkal	2021	127	Drama	9.1	63
Seithithaal	2021	112	Action,Comedy,Drama	2.8	6
Irai Thedal	2021	102	Drama,Thriller	7.5	21
Roommate	2021	125	Drama,Thriller	5.6	14
Call Taxi	2021	122	Drama	4.1	11
Meendum	2021	127	Crime,Drama	6.3	1210
My Mother's Friend	2018	120	Romance	7.7	18
Aliens Reaction	2021	120	Sci-Fi	3.2	45
Lullaby	2022	104	Drama	7.2	3020
Alexey Balabanov. Find Your Own and Calm Down	2020	107	Documentary	7.7	9
Midnight	2021	103	Crime,Thriller	6.4	5566
The Pass: Last Days of the Samurai	2020	114	Drama,History	6.3	61
Why Am I Doing This? (A Film About Touring)	2021	126	Documentary	8.2	20
The Chanting Willows	2021	106	Drama,Romance	5.2	27
Barbarian Invasion	2021	106	Action,Drama	6.6	77
Resurgence	2021	110	Documentary,Sport	7.1	146
Crane Lantern	2021	101	Drama	5.7	16
My Indian Boyfriend	2021	121	Romance	5.5	74
The Deep Rig	2021	107	Documentary	5.3	142
Twenty One Hours	2022	115	Thriller	4.7	163
The Perfect Victim	2021	101	Drama	4.7	11
Godspeed	2022	119	Drama	6.5	2439
Fatema, La Sultane Inoubliable	2022	116	Biography	6.0	6
Royal Ashes	2022	113	Drama	6.6	47
Raja Rani Raji	2018	161	Drama	5.5	15
Udgharsha	2019	130	Drama	6.1	8
Medusa Deluxe	2022	101	Drama,Mystery	6.3	209
Bomma Adirindi Dhimma Tirigindi	2021	109	Comedy,Drama,Horror	6.5	935
Din Ratrir Golpo	2020	120	Drama	8.2	10
Casablanca Beats	2021	101	Crime,Drama,Music	5.9	483
Shimmgga	2019	124	Action,Drama,Musical	9.2	14
Sakath	2021	145	Comedy,Musical,Romance	7.3	537
Baranda	2017	132	Drama	4.6	10
Triple Riding	2022	153	Comedy,Romance	4.8	140
Sagardwipey Jawker Dhan	2019	125	Drama	7.6	24
The Year of the Everlasting Storm	2021	115	Drama,Mystery	5.8	287
Crime: The Dark Side	2018	147	Drama	7.2	6
X Videos	2018	108	Drama	6.1	15
Twenty One Grams	2022	133	Mystery,Thriller	6.9	1246
H6	2021	114	Drama	7.1	75
Let It Be Morning	2021	101	Drama	6.7	365
Rehana	2021	107	Drama	7.2	1375
Great Freedom	2021	116	Drama	7.5	5796
Black Notebooks: Ronit	2021	108	Documentary,Drama	7.0	89
Aquaman	2018	143	Action,Adventure,Fantasy	6.8	489654
Angry Annie	2022	119	Comedy,Drama	6.9	299
Nuvvunte Naa Jathaga	2021	128	Drama,Romance	5.5	191
House Arrest	2021	121	Comedy	2.6	747
BFH (Boyfriend for Hire)	2022	122	Comedy,Romance	7.1	1087
Gensan Punch	2021	110	Biography,Drama,Sport	4.8	70
Rifle Ganj	2016	121	Crime,Drama	6.8	8
Inside	2023	105	Drama,Thriller	5.5	8030
The 8th Night	2021	115	Horror,Thriller	5.3	3850
Cutting Shop	2022	124	Comedy	9.6	102
#Mute	2023	109	Thriller	8.7	86
A Piece of Sky	2022	136	Drama,Romance	6.8	237
Petromax	2022	134	Comedy	5.2	150
Who Will Start Another Fire	2021	130	Drama	6.2	11
A Holiday Chance	2021	110	Comedy,Drama,Romance	6.8	90
Sensei, Would You Sit Beside Me?	2021	119	Comedy,Drama,Romance	6.5	125
Director	2022	121	Drama,Horror,Thriller	8.7	909
WOMB (Women of My Billion)	2021	102	Documentary	9.2	13
Trikona	2022	125	Mystery,Thriller	7.1	1154
The Art of Racing in the Rain	2019	109	Comedy,Drama,Romance	7.5	34008
Country Cabaret	2022	109	Comedy,Drama	5.8	176
Mahayoddha Rama	2016	106	Animation	7.9	48
Confessions of a Good Samaritan	2023	105	Documentary	7.9	11
In Those Days	2021	117	Drama	6.4	89
Island Keeper	2021	125	Biography,Drama	6.2	61
History of the TT 1907-2020	2021	171	Documentary	5.9	14
Stratum 2: The Asthenosphere	2021	264	Documentary	9.2	5
The Longest Month	2022	131	Documentary	9.0	45
Ajob Premer Golpo	2021	127	Comedy,Romance	5.8	55
La Extorsión	2023	105	Crime,Thriller	6.9	254
Feathers	2021	112	Comedy,Drama	6.3	1238
Stand Up Rahul	2022	142	Comedy,Drama,Romance	5.1	955
1066	2023	180	History	8.0	40
She Said	2022	129	Drama,History	7.2	26714
UFO Sweden	2022	115	Adventure,Sci-Fi	6.7	3288
Escape from Mogadishu	2021	121	Action,Drama,Thriller	7.0	6069
The Challenge	2023	164	Drama	6.6	461
The Tsugua Diaries	2021	102	Drama	6.2	509
The Employer and the Employee	2021	106	Drama	6.5	179
The Sea Ahead	2021	116	Drama	6.0	130
The Munsters	2022	109	Comedy,Family,Fantasy	4.5	10091
Gameboys: The Movie	2021	107	Comedy,Drama,Romance	7.8	390
Tyler Perry's A Madea Homecoming	2022	105	Comedy,Drama,Romance	5.6	4432
Yamuna Paar	2021	106	Crime	8.5	28
A Girl on the Shore	2021	107	Drama,Romance	5.9	99
Men of Deeds	2022	105	Comedy,Crime,Drama	7.3	747
Vortex	2021	142	Drama	7.4	7408
Thana Sadar	2021	117	Action	7.0	76
New Worlds: The Cradle of Civilization	2021	102	Documentary,Music	8.2	45
Living with Chucky	2022	105	Documentary	6.8	293
Whispering Corridors: The Humming	2020	108	Horror,Mystery	5.3	315
On the Line	2022	104	Thriller	5.4	7361
You People	2023	117	Comedy,Romance	5.5	55436
Deadly Love Poetry	2022	101	Horror,Thriller	4.9	42
Around the Table	2021	104	Drama	6.1	85
Verbindung	2021	132	Drama	6.1	24
Detektyw Bruno	2022	108	Comedy,Family	5.5	79
Padaka	2021	120	Action	8.4	267
Room 7	2022	102	Drama	6.5	20
Hitler	2021	108	Action,Crime	7.9	9
State a casa	2021	110	Comedy,Drama,Thriller	5.4	95
Ciurè	2022	102	Drama	9.2	10
The Four Walls	2021	114	Drama	5.6	105
The Fakefluencer	2021	134	Documentary	9.7	28
Sunny Sisters	2021	118	Comedy	5.3	48
Sam & Kate	2022	110	Comedy,Drama,Romance	6.1	1097
Panchatantram	2022	141	Drama	7.5	650
Haathi Mere Saathi	2021	126	Action,Drama	6.3	515
La tour de Nesle	2021	112	Drama,History	4.6	8
Welcome, Violeta!	2022	107	Drama,Thriller	7.3	36
Cheraathukal	2021	143	Drama	7.9	49
Fractal	2021	107	Comedy	6.7	27
Desperate for Marriage	2022	106	Comedy,Drama,Romance	5.6	203
The Jesus Music	2021	109	Documentary	7.3	548
The Greatest Showman	2017	105	Biography,Drama,Musical	7.5	291903
Puksatte Lifu Pursotte Illa	2021	118	Comedy,Crime,Drama	8.6	110
Burning Days	2022	129	Drama,Thriller	8.0	4494
God of Novels	2020	106	Drama	5.5	31
Remember to Blink	2022	109	Drama	7.3	18
A New Old Play	2021	179	Drama,History	7.8	257
Kinou nani tabeta?	2021	120	Romance	7.0	395
Miranda's Victim	2023	127	Biography,Crime,Drama	8.7	76
The Day We Lit Up the Sky	2021	108	Comedy,Music	3.7	50
Blasted	2022	114	Action,Comedy,Sci-Fi	4.8	2334
Punashchha Hari Om	2021	121	Family	9.0	69
V/H/S/94	2021	103	Horror,Mystery,Thriller	5.5	10640
Butterfly Vision	2022	107	Drama	6.7	259
I Love America	2022	102	Comedy	4.7	610
A Flash of Beauty: Bigfoot Revealed	2022	106	Documentary	7.8	90
Factory to the Workers	2021	105	Documentary	7.5	32
Mama's Boy	2022	102	Biography,Documentary	7.9	381
Simchas and Sorrows	2022	117	Comedy,Drama	4.9	73
Transfusion	2023	106	Action,Crime,Drama	5.0	2079
Dear Thomas	2021	150	Biography,Drama	7.1	423
The Green Force Mission 14th March	2021	106	Action,Mystery,Thriller	7.8	57
Bro Daddy	2022	159	Comedy,Drama	7.0	6543
Emergency Situation	2022	103	Comedy,Drama	6.1	254
Deep	2021	101	Drama,Mystery,Sci-Fi	4.9	1647
Cuzzo	2021	117	Drama,Thriller	6.8	7
Uncle Tom II: An American Odyssey	2022	114	Documentary,History	8.2	2279
Demon Slayer: Kimetsu no Yaiba - The Hashira Meeting Arc	2020	106	Action,Animation,Fantasy	8.5	3298
Running the Rat Race	2022	113	Comedy,Drama	7.9	15
Guillermo del Toro's Pinocchio	2022	117	Animation,Drama,Family	7.6	97577
Triple Frontier	2019	125	Action,Thriller	6.4	135463
Major	2021	104	Drama	6.3	22
Good Life	2021	105	Drama	5.3	172
Dakuaan Da Munda 2	2022	141	Action,Adventure,Biography	5.8	169
Fuffad Ji	2021	114	Drama	6.2	339
Demon Slayer: Kimetsu no Yaiba - Sibling's Bond	2019	105	Action,Animation,Fantasy	8.5	2097
Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc	2020	138	Action,Animation,Fantasy	8.8	13277
Great Yarmouth: Provisional Figures	2022	113	Drama	7.1	128
Vay Halime	2020	124	Comedy,Drama	4.6	13
I	2021	114	Drama	6.5	70
Before Next Spring	2021	105	Drama	6.8	64
Zero to Hero	2021	102	Biography,Drama,Sport	6.7	1038
Death Knot	2021	103	Horror	6.2	90
Raja Vikramarka	2021	138	Action	5.3	1563
Dead for a Dollar	2022	107	Thriller,Western	5.3	4179
One Win	2023	115	Sport	6.7	22
Ghost Mansion	2021	106	Horror,Mystery,Thriller	6.0	1776
Something in the Dirt	2022	116	Comedy,Horror,Mystery	5.9	3799
Oluversin Gari	2021	136	Comedy	4.7	55
In Good Hands	2022	104	Comedy,Drama,Romance	5.7	3323
Booksmart	2019	102	Comedy	7.1	123947
Central Intelligence	2016	107	Action,Comedy,Crime	6.3	199422
Coffin Homes	2021	111	Comedy,Horror	5.2	153
Oh My Ghost	2022	125	Comedy,Horror	2.4	264
Testament: The Parables Retold	2022	120	Drama	8.3	126
She Came from the Woods	2022	101	Comedy,Horror	5.0	245
Pretty Red Dress	2022	110	Drama	7.5	64
Burn All My Letters	2022	120	Drama	6.3	697
Wog Boys Forever	2022	109	Comedy	5.2	434
Kaka	2021	115	Comedy	5.8	140
The Memory Scanner	2021	106	Drama,Sci-Fi,Thriller	5.3	8
Bimbisara	2022	146	Action,Drama,Fantasy	6.8	7800
Aaye Hum Barati Barat Leke	2022	176	Drama,Romance	9.3	61
Per niente al mondo	2022	105	Drama	6.3	98
The Wild	2023	106	Action,Crime,Drama	4.5	6
Narasimhapuram	2021	115	Action,Crime,Drama	7.4	2201
The Pioneer	2021	121	Drama,History	5.5	144
Antardwanda	2021	114	Thriller	7.1	33
AI 1.0	2021	120	Sci-Fi	3.2	6
The Silence	2020	108	Documentary	8.4	5
The Domestic	2022	116	Horror	4.2	119
La Exorcista	2022	120	Horror,Thriller	5.1	103
Dear Affy	2020	126	Comedy,Romance	4.5	6
O Pai Tirano	2022	103	Comedy	6.0	88
Clout	2021	140	Horror	4.7	17
36 Farmhouse	2022	107	Comedy,Drama,Mystery	3.7	510
The Key Game	2022	107	Comedy	4.9	459
I ragazzi del Columbus	2022	110	Documentary	7.8	7
Will	2021	101	Drama,Thriller	7.3	12
Minnesota! The Modern Day Selma	2021	106	Documentary	8.0	19
Mole Song Final	2021	129	Action,Comedy,Crime	6.2	137
The Harrisville Haunting: The Real Conjuring House	2022	125	Documentary,History,Horror	4.3	208
Meera Mathur	2021	104	Drama	4.2	8
Full dekning	2022	102	Comedy,Drama	6.7	443
Plunder Quest	2022	104	Adventure,Comedy	7.6	30
Otar's Death	2021	107	Drama	6.7	121
Who is Amos Otis?	2020	103	Drama	6.0	129
The Exchange	2021	105	Drama	6.2	88
The Staffroom	2021	126	Drama	7.0	416
Eighteen Hours	2021	133	Thriller	4.8	225
Jaan! Jaan Loge Kya?	2021	115	Drama	3.7	13
The Womb	2022	116	Drama,Horror,Mystery	6.0	502
He Played Me	2021	110	Drama	3.5	124
Hawaï	2023	104	Comedy	4.9	12
Kids Are Fine	2021	108	Drama	8.3	27
Whether the Weather Is Fine	2021	105	Drama	6.1	114
Memories	2023	120	Thriller	6.8	91
Syakeu: Deo bigining	2021	108	Action,Drama	6.8	985
The History of Metal and Horror	2022	154	Documentary	6.2	127
The River	2021	101	Drama	5.2	34
Margaux	2022	104	Horror,Thriller	4.5	1713
Golden Dawn: A Public Affair	2021	123	Documentary	7.8	20
The Legend of Red Lake	2022	120	Family,Thriller	9.4	5
Bad Bones	2022	120	Horror,Mystery,Sci-Fi	4.9	39
Bob Dylan: Odds and Ends	2021	116	Documentary	6.4	76
Under a Black Cloud	2021	101	Crime,Drama,Mystery	6.3	32
Devil in Agbada	2021	115	Action	8.8	68
Dhan Dhatudi Patudi	2022	140	Comedy	6.2	11
Before We Forget	2021	104	Drama,Family	6.1	68
Sugar & Spice	2021	170	Romance	5.6	9
Forever Young	2022	126	Comedy,Drama	6.6	751
The Call 3: End of the Line	2022	117	Action,Horror,Thriller	8.1	221
Oye Mamu!	2021	125	Comedy,Family	7.2	41
12th Man	2022	163	Drama,Mystery,Thriller	6.9	4229
Taanakkaran	2022	141	Drama,Sport	8.1	3207
Masoom Sawaal	2022	145	Drama	2.6	154
Casey: A True Story	2021	208	Adult,Biography,Drama	7.1	14
U Turn	2023	140	Crime,Drama,Horror	7.3	2710
Oke Oka Jeevitham	2022	160	Drama,Sci-Fi,Thriller	7.8	3036
Man of God	2022	111	Drama	3.9	180
Dreaming Hollywood	2021	122	Crime	3.2	156
Carma	2022	169	Crime,Romance,Thriller	7.0	2362
A Girl and a Guy	2021	126	Comedy,Romance	5.1	177
The Tinder Swindler	2022	114	Crime,Documentary	7.1	68750
Mukhosh	2021	117	Thriller	7.1	902
Net	2021	103	Drama,Thriller	5.6	166
Sulla giostra	2021	105	Comedy	6.3	43
Adbhutham	2021	141	Romance,Sci-Fi	7.4	1561
