primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
7 Days in Entebbe	2018	107	Action,Drama,History	5.9	16494
Wake Up Singh	2016	108	Drama,Family	5.6	25
1982 - A Love Marriage	2017	113	Comedy	5.3	118
Shinjuku Swan II	2017	133	Action,Crime,Drama	5.4	271
Sugar Fields	2016	110	Adventure,Drama,History	5.8	42
Mina's Choice	2016	102	Action,Drama,Romance	4.6	398
After Love	2016	107	Drama,Romance	7.9	30
Saving Faith	2017	105	Comedy	5.2	60
Crosscurrent	2016	116	Drama	6.5	627
Pàtria	2017	112	Action,Adventure,Animation	5.1	37
Meri Pyaari Bindu	2017	117	Comedy,Drama,Romance	6.0	5657
Happy Bhaag Jayegi	2016	126	Comedy,Romance	6.4	5534
Flint	2020	114	Documentary	7.4	94
Husband Material	2018	156	Comedy,Drama,Romance	6.9	8839
Half Girlfriend	2017	135	Drama,Romance	4.6	7581
Ta'ang	2016	148	Documentary	6.9	142
Squadron 303	2018	104	Drama,War	5.5	2319
Vil Ambu	2016	137	Action,Thriller	6.7	272
Black Butler: Book of the Atlantic	2017	101	Animation,Fantasy	7.6	1350
Iraivi	2016	160	Crime,Drama	8.0	3473
Bhale Jodi	2016	133	Comedy,Drama	6.4	9
Drafted 2035	2023	120	Action	6.1	11
Barry	2016	104	Biography,Drama	6.0	7484
Kahaani 2	2016	127	Mystery,Thriller	6.6	5813
Shaukeen Kaminay	2016	125	Comedy,Drama	6.7	32
Hostiles	2017	134	Drama,Western	7.2	89602
Kaçma Birader	2016	107	Comedy	6.8	3562
Dagenham	2018	108	Thriller	3.2	225
Amar	2017	105	Drama,Romance	5.1	4880
Chiranjeev	2016	137	Mystery	7.7	8
Good Manners	2017	135	Fantasy,Horror	6.7	3852
The Drowning of Arthur Braxton	2021	102	Drama	5.7	148
League of Gods	2016	109	Action,Fantasy	4.5	2784
Fluidity	2019	105	Drama	4.7	209
Lord of Shanghai	2016	111	Drama	5.7	648
Out of the Fight	2020	108	Action,Drama,War	8.4	90
Nayikar Mato	2016	122	Drama	5.2	6
Rater Rajanigandha	2016	125	Drama	5.8	45
Daughter	2016	103	Drama	6.0	1241
Enai Noki Paayum Thota	2019	153	Action,Drama,Romance	5.6	1928
Girls' Generation	2016	105	Comedy,Romance	5.5	35
Grievance Group: A Life for a Life	2016	110	Action,Crime,Drama	6.0	6
Love, Lies	2016	120	Drama,Romance	6.9	800
Election Day 2	2016	105	Comedy	6.2	1382
Taboo-the Unthinkable Act	2016	120	Drama	5.7	66
Arth	2017	134	Drama,Music,Romance	5.6	195
The Set Up	2016	116	Action,Thriller	6.8	13
Perfect Revolution	2017	117	Drama	6.8	21
Tuintje in mijn hart	2017	101	Adventure,Comedy,Romance	5.2	520
The Revolution Won't Be Televised	2016	110	Documentary	5.7	32
They Buried	2018	102	Drama	5.3	57
Sethupathi	2016	122	Action,Crime,Thriller	7.1	2989
Never Steady, Never Still	2017	112	Drama	6.2	445
The Combination: Redemption	2019	102	Drama	4.7	281
Borga	2021	104	Drama	6.1	235
Hentai Kamen: The Abnormal Crisis	2016	119	Comedy,Fantasy	5.5	1015
Flower and Sword	2017	127	Comedy,Drama	6.5	92
Shajahanum Pareekuttiyum	2016	142	Comedy	3.8	266
Tickling Giants	2016	111	Documentary	8.2	1650
Lost & Found	2018	128	Drama,Romance	7.8	13
Phuntroo	2016	142	Sci-Fi	5.0	120
Notes to Eternity	2016	147	Documentary	7.7	41
Don't Tell	2017	110	Biography,Crime,Drama	7.3	380
Pokkiri Raja	2016	139	Comedy	3.6	286
Thirunaal	2016	137	Action,Drama,Romance	4.0	233
Ice Mother	2017	106	Comedy,Drama,Romance	6.8	639
Fruits of the Heart	2021	104	Comedy,Drama	5.8	111
Unbridled	2017	115	Drama	7.4	118
Sennan Asbestos Disaster	2016	215	Documentary	8.0	33
Krishna Rukku	2016	135	Drama,Romance	6.4	36
Welcome to Germany	2016	116	Comedy,Drama	6.2	5291
Samaritan	2022	102	Action,Drama,Fantasy	5.7	49855
Nayyapudai	2016	113	Action,Drama	4.9	21
Kanithan	2016	145	Action,Thriller	5.9	854
Puta Tirugisi Nodi	2016	109	Sport	8.6	49
Border	2018	110	Crime,Drama,Fantasy	7.0	32118
Lapachhapi	2017	120	Drama,Horror,Mystery	7.7	727
A lovasíjász	2016	115	Adventure,Documentary	7.3	301
Extra Innings	2019	117	Drama	5.8	154
Phillauri	2017	138	Comedy,Drama,Fantasy	6.0	3987
Spirits' Homecoming	2016	127	Drama	6.7	548
The Redeemed and the Dominant: Fittest on Earth	2016	104	Documentary,Sport	7.1	1613
Hustlers	2019	110	Comedy,Crime,Drama	6.3	103527
Kshanam	2016	110	Mystery,Thriller	8.2	5766
Ali Kundilli 2	2016	102	Comedy	4.5	1147
Young and Miserable or A Man Screaming Is Not a Dancing Bear	2016	127	Comedy,Drama,Musical	6.4	22
Hammer Horror: The Warner Bros Years	2018	101	Documentary	7.1	99
Leela	2016	101	Drama	5.4	452
Jack Southeast	2018	120	Crime	2.4	581
IceCream	2016	122	Drama,Romance	6.8	187
Untouchable	2016	105	Documentary	7.3	110
Catholicism: The Pivotal Players	2016	379	Documentary	9.4	22
Bill Frisell: A Portrait	2017	118	Documentary	7.2	65
This Time	2016	109	Drama,Romance	5.5	222
Halal	2017	148	Drama	7.6	61
A Beautiful Star	2017	127	Drama,Family,Sci-Fi	5.7	243
Food Fight: Inside the Battle for Market Basket	2016	110	Documentary	7.4	36
My Stupid Boss	2016	108	Comedy	7.1	1657
Saigon Bodyguards	2016	112	Action,Adventure,Comedy	4.3	362
March Comes in Like a Lion	2017	138	Drama,Sport	6.6	356
The New Year's Eve of Old Lee	2016	106	Drama	4.6	66
Ash	2019	104	Drama	5.6	315
Bravo Virtuoso	2016	107	Action,Comedy,Crime	6.1	189
Maniac Tales	2016	108	Horror,Mystery,Thriller	4.6	248
Love Games	2016	114	Crime,Thriller	4.3	1014
Curry Western	2018	106	Comedy	6.4	17
Llegando a Casa	2016	106	Documentary	7.4	11
Ratnik	2020	102	Action,Sci-Fi	7.6	29
Bright	2017	117	Action,Fantasy,Thriller	6.3	194488
Offshore - Elmer und das Bankgeheimnis	2016	102	Documentary	6.6	23
Baumschlager	2017	102	Comedy	4.7	85
Cannibal Messiah	2016	120	Comedy,Horror	5.6	38
Fritz Lang	2016	104	Crime,Drama	6.3	370
My Brother Simple	2017	113	Comedy,Drama	6.7	706
Olaylar Olaylar	2016	130	Comedy	3.7	181
Pichaikkaran	2016	130	Action,Drama,Thriller	7.6	2294
Kalyana Vaibhogame	2016	158	Comedy,Drama	6.7	298
Shourya	2016	124	Romance,Thriller	6.3	772
Tyson	2016	137	Action,Drama	5.3	35
The Brave	2019	103	Action,Crime,Thriller	5.1	1062
Sohra Bridge	2016	104	Drama	6.7	19
Yeh Hai India	2017	128	Action,Adventure,Drama	4.0	340
Luces	2017	120	Drama,Musical	7.1	32
Evil in Her	2017	104	Horror	3.5	120
Historia Roja	2016	133	Drama,History,War	3.5	421
Amor Amor	2017	107	Romance	5.4	61
Happy Wedding	2016	128	Comedy	6.8	1706
Fátima	2017	153	Drama	6.8	351
El viento sabe que vuelvo a casa	2016	103	Documentary	7.1	104
After Spring	2016	101	Documentary	7.7	100
Long Long Time Ago 2	2016	122	Comedy,Drama	6.8	145
Gelo	2016	118	Drama	7.1	76
Vaapsi	2016	122	Drama	7.7	34
The Karma Club	2016	104	Drama	8.2	16
Marubhoomiyile Aana	2016	122	Comedy	5.1	377
Dhaka Attack	2017	147	Action,Thriller	7.6	5386
Fake	2016	109	Documentary	7.3	66
Raasta	2017	120	Action,Crime,Thriller	2.3	143
Küçük Esnaf	2016	104	Action,Adventure,Comedy	5.6	4359
National Theatre Live: Les Liaisons Dangereuses	2016	210	Romance	8.0	122
Private Life	2018	123	Comedy,Drama	7.2	20726
The Meyerowitz Stories	2017	112	Comedy,Drama	6.9	51716
The Red Maple Leaf	2016	132	Crime,Drama,Mystery	5.6	4549
Everybody Loves Somebody	2017	102	Comedy,Romance	6.4	4298
Appuram Bengal Ippuram Thiruvithamkoor	2016	124	Comedy	3.8	25
Isaac	2019	104	Drama	7.1	323
Shankhachil	2016	135	Drama,History	7.2	411
Allemaal Familie	2017	108	Comedy,Romance	5.7	225
Kiragoorina Gayyaligalu	2016	139	Crime,Drama	8.2	154
Simpallag Innondh Love Story	2016	141	Comedy,Romance	7.5	79
14 That Night	2016	113	Drama	6.1	89
Maya and Her Lover	2021	106	Comedy,Drama,Romance	5.4	106
Jailbreak Pact	2020	135	Drama,Thriller	6.9	2264
Don't Blame the Kid	2016	105	Comedy,Romance	6.6	5519
Special Unit	2017	102	Comedy	5.6	426
The Window	2016	122	Drama	8.7	11
3 Bahadur: The Revenge of Baba Balaam	2016	107	Action,Adventure,Animation	6.6	202
Endangered Species	2017	105	Drama	6.3	307
Tuntari	2016	124	Action,Drama	6.4	55
The Nile Hilton Incident	2017	111	Crime,Drama,Mystery	6.7	8747
Interlude in Prague	2017	103	Drama,History,Music	6.2	724
The Royal Opera House: La Traviata	2016	204	Drama,Music	8.8	14
Sea of Mirrors	2019	108	Thriller	3.4	5
Testament	2017	118	Drama,Family,Fantasy	4.9	26
To the Bone	2017	107	Drama	6.8	51956
The Chronicles of Melanie	2016	120	Biography,Drama,History	7.3	891
Guru	2016	142	Action,Drama	5.8	80
Kill Time	2016	128	Drama	4.7	79
Kochavva Paulo Ayyappa Coelho	2016	147	Comedy,Drama	6.5	438
Aviyal	2016	118	Comedy,Drama	6.2	182
Mapla Singam	2016	131	Comedy,Romance	4.5	122
Raabta	2017	147	Action,Drama,Fantasy	4.7	8278
O Sthree Repu Raa	2016	120	Horror	3.8	39
Lapland Odyssey 3	2017	103	Comedy	5.4	1152
Game	2016	125	Action,Mystery,Thriller	5.8	174
Maatr	2017	113	Thriller	4.6	472
Sword Art Online the Movie: Ordinal Scale	2017	119	Action,Adventure,Animation	7.3	8529
Sweetiee Weds NRI	2017	116	Comedy,Drama,Romance	3.4	271
Doraemon the Movie: Nobita and the Birth of Japan	2016	104	Adventure,Animation,Comedy	6.7	844
Menandros & Thaïs	2016	129	Action,Adventure,Drama	8.1	33
Kolamass	2016	122	Action,Thriller	3.8	17
Thai Jashe!	2016	148	Drama	7.3	682
Missing You	2016	108	Crime,Thriller	6.7	1074
Oyee	2016	127	Comedy	5.7	47
The Confession	2016	116	Drama	6.5	772
Blind Spot	2017	105	Action,Crime,Drama	6.3	1009
The Pantani Affair	2020	138	Biography,Crime,Drama	5.4	160
Oppam	2016	143	Action,Crime,Thriller	7.3	4208
Almost Amazing	2017	105	Comedy,Fantasy,Romance	3.6	1080
Escape from Marwin	2018	102	Horror,Thriller	3.9	105
The Evening Hour	2020	114	Drama	5.4	319
Viking Siege	2017	119	Action,Adventure,Fantasy	3.3	189
Four Kids and It	2020	110	Family,Fantasy	5.1	1658
March Comes in Like a Lion 2	2017	140	Drama	6.8	253
Pugazh	2016	126	Action,Drama	5.4	182
Pistorius	2018	225	Documentary,Sport	7.4	765
Kodi	2016	145	Action,Drama,Thriller	6.7	2990
Hiya	2016	109	Drama	6.9	55
The Billionaire	2020	116	Comedy,Drama,Romance	5.5	82
Maanagaram	2017	137	Action,Thriller	8.1	6666
Gukoroku - Traces of Sin	2016	120	Drama,Mystery	6.7	1104
Whitney: Can I Be Me	2017	105	Documentary,Music	6.8	5057
The Good Liar	2019	109	Crime,Drama,Mystery	6.7	44377
My Candidate	2016	101	Comedy,Romance	6.4	29
Replace	2017	101	Horror,Sci-Fi,Thriller	4.7	1280
Nine Legends	2016	122	Documentary	8.8	22
Something in Blue	2016	107	Comedy,Drama,Mystery	5.7	48
Somuncu Baba: Askin Sirri	2016	115	Drama,History	6.7	408
Ardaas	2016	135	Drama	8.2	1652
Ambarsariya	2016	140	Action,Comedy,Family	7.0	933
Jayammu Nischayammuu Raa	2016	154	Comedy	7.0	237
Hawaii	2017	116	Drama	7.5	1379
A Futile and Stupid Gesture	2018	101	Biography,Comedy	6.7	17076
Shaadi Abhi Baaki Hai	2017	127	Drama	5.7	15
Love Punjab	2016	130	Family	7.6	936
Muzaffarnagar 2013	2017	134	Drama	5.3	39
Bho Bho	2016	112	Thriller	7.7	44
One-Two-Three Now!	2016	114	Drama,Romance	6.1	341
Pink	2016	136	Crime,Drama,Thriller	8.1	46358
Vidayutham	2016	138	Horror,Romance,Thriller	4.7	17
Krishnashtami	2016	160	Action,Comedy,Romance	5.4	77
Yea Toh Two Much Ho Gaya	2016	126	Action,Comedy,Drama	3.7	124
No Escuro do Cinema Descalço os Sapatos	2016	104	Documentary	6.4	21
Hyouka: Forbidden Secrets	2017	114	Drama,Mystery	5.6	228
Grindsploitation 3: Video Nasty	2017	140	Crime,Horror	4.8	86
The Invisible Mother	2018	106	Comedy,Horror,Thriller	6.9	59
Human Zoo	2020	109	Horror,Thriller	2.0	706
A stolen love	2016	102	Drama	4.6	5
Remember You	2016	106	Drama,Mystery,Romance	6.5	552
Who Killed Cock Robin?	2017	118	Crime,Mystery,Thriller	7.1	2190
New York, New York	2016	106	Drama	5.0	141
Clemency	2019	112	Drama	6.5	5010
Clinical	2017	104	Horror,Thriller	5.1	8615
Once Again	2016	122	Drama,Family,Romance	6.3	117
Chennai Koottam	2016	107	Comedy	4.1	8
Dogged	2017	116	Horror	3.4	292
Zenin, Kataomoi	2016	123	Drama,Romance	7.1	26
I, Tonya	2017	119	Biography,Comedy,Drama	7.5	226532
The Hate U Give	2018	133	Crime,Drama	7.5	37982
The Shape of Water	2017	123	Drama,Fantasy,Romance	7.3	431364
Saawan	2016	137	Drama,Thriller	7.3	272
Fanatic	2016	103	Comedy	6.6	43
Paper Planes	2016	122	Adventure,Comedy,Crime	8.0	7
Ulysses: A Dark Odyssey	2018	115	Action,Crime,Drama	3.9	2512
Jessie	2016	123	Drama,Horror,Romance	6.2	31
Ishq Positive	2016	103	Comedy,Music,Romance	6.8	51
Y	2017	106	Thriller	5.9	136
Home by Now	2016	123	Drama	5.3	18
Ishtakamya	2016	134	Drama,Romance	6.1	60
Run	2016	110	Action,Drama,Romance	5.5	84
Cinema My Darling	2016	152	Drama	5.6	9
Ramasakkani Rakumarudu	2016	123	Comedy,Drama,Family	6.1	9
Siebzehn	2017	104	Drama	6.3	619
Through the Glass Darkly	2020	103	Thriller	6.0	9200
Canaan Land	2020	113	Drama	3.0	1770
The Invisibles	2017	110	Biography,Documentary,Drama	7.2	1642
Benim Kendi Hayatim	2016	149	Drama	6.7	10
El Callejón	2017	104	Drama,Romance	9.3	9
Metamorphosis	2016	101	Documentary	6.8	5
Mood of the Day	2016	103	Comedy,Romance	6.7	1343
Jungdoknoraebang	2016	106	Crime,Drama,Fantasy	6.4	133
90 Years of PAOK: Nostalgia for the Future	2016	102	Documentary,Sport	8.7	103
Pinky Beauty Parlour	2016	116	Drama	8.8	531
Tramontane	2016	105	Drama	6.7	346
Escape from Stalin's Death Camp	2017	110	Biography,Drama,History	7.1	1207
Still River	2018	129	Drama,Mystery,Thriller	5.6	254
Turbulence	2016	120	Action,Drama,Thriller	4.9	539
Eldorado XXI	2016	125	Documentary	6.3	144
Moonam Naal Njayarazhcha	2016	119	Drama	5.9	15
Driven	2018	113	Biography,Comedy,Crime	6.4	7432
Nuts	2016	104	Action,Comedy,Drama	5.4	123
Truth and Justice	2019	165	Drama	8.0	4637
Peach Girl	2017	116	Comedy,Romance	5.9	600
The Apology	2016	104	Documentary	7.6	276
Onkel Wanja	2017	134	Drama	6.4	19
Hav Faith	2016	125	Drama,Family	7.3	28
Kingsglaive: Final Fantasy XV	2016	110	Action,Adventure,Animation	6.7	22413
Kaptaan	2016	142	Comedy,Drama,Family	6.2	225
Lukamari	2016	125	Comedy,Crime	6.7	103
Zakroy glaza	2016	101	Drama,Fantasy	4.2	16
Punjab Nahi Jaungi	2017	159	Comedy,Romance	6.9	2641
Savitri	2016	128	Comedy,Drama,Family	5.7	104
Narathan	2016	140	Comedy,Romance	2.8	53
Time Renegades	2016	107	Drama,Fantasy,Romance	6.8	1149
Idavappathi	2016	115	Drama,Romance	3.9	15
Attack	2016	158	Action,Crime,Thriller	3.8	676
Hello Naan Pei Pesuren	2016	110	Comedy,Horror	3.8	132
Patients	2016	110	Comedy,Drama	7.3	2276
Win!	2016	104	Documentary,Sport	7.6	34
The Forest Whispers	2016	118	Fantasy,Horror,Mystery	7.4	17
Baa Baaa Black Sheep	2018	103	Action,Comedy,Crime	6.0	2304
Kattappanayile Rithwik Roshan	2016	140	Comedy,Drama,Romance	7.0	1688
Who Will Save the Roses?	2017	103	Drama,Romance	6.4	103
Lathe Joshi	2016	104	Drama	8.2	142
Ember	2016	115	Drama	6.4	2279
91.1	2016	108	Comedy,Drama	6.4	264
Rookie Chef	2016	119	Comedy	3.6	32
Laal Rang	2016	147	Comedy,Crime,Drama	7.8	4830
Tattoo Girls	2018	104	Documentary	8.2	317
The Meanest Man in Texas	2017	105	Biography,Drama,History	5.9	286
Banana Season	2018	104	Drama	7.2	10
The Days That Confused	2016	105	Comedy,Drama	6.3	807
Je pan kahish e sachuj kahish	2016	104	Thriller	8.3	42
The Objects of Love	2016	115	Drama	6.8	77
IDI: Inspector Dawood Ibrahim	2016	127	Action,Comedy,Thriller	4.5	399
Confidential Assignment	2017	124	Action,Comedy,Drama	6.6	3977
Doctor Sleep	2019	152	Drama,Fantasy,Horror	7.3	201072
Fullmetal Alchemist	2017	135	Action,Adventure,Fantasy	5.3	20742
On Body and Soul	2017	116	Drama,Fantasy,Mystery	7.5	28683
Bir Baba Hindu	2016	112	Action,Adventure,Comedy	2.6	2580
Moderation	2016	149	Horror	4.6	18
Tubérculo Presidente	2016	101	Comedy	6.7	46
Bye Bye Germany	2017	102	Comedy,Drama,War	6.5	1675
Once Upon a Time in Amritsar	2016	115	Drama	6.1	70
El Paletero	2016	108	Action,Adventure,Western	7.3	74
Martinez de Hoz	2016	202	Documentary,History	7.6	5
Pa.Va	2016	122	Comedy,Fantasy	5.4	80
Soul Copyright	2017	115	Thriller	3.8	22
Joker	2016	130	Comedy,Drama	8.3	3605
Therapie	2016	117	Drama,Mystery,Thriller	6.8	63
Azad	2017	121	Comedy,Drama	7.5	24
They Came from the Swamp: The Films of William Grefé	2016	126	Documentary	7.3	105
Mobile Homes	2017	105	Drama	6.0	1196
Wetware	2018	104	Sci-Fi	4.9	104
A Gentleman	2017	145	Action,Comedy	6.2	7127
Tall Men	2016	133	Fantasy,Horror,Thriller	3.7	594
The 100th Love with You	2017	116	Drama,Romance	6.7	1082
Chalay Thay Sath	2017	120	Comedy,Romance	6.4	362
Unforgettable	2016	113	Drama,Romance	7.2	1519
2 Hearts	2020	101	Drama,Romance	6.3	7329
Worst Nightmare	2021	108	Drama	3.8	290
Qaidi Band	2017	119	Drama,Music	6.1	496
Buddy Cops	2016	102	Action,Comedy	4.4	142
Young & Fabulous	2016	107	Drama	6.0	43
Old Rugged Cross	2016	112	Drama	5.0	32
Street Gang: How We Got to Sesame Street	2021	107	Documentary,Family,History	8.0	1200
A Gentle Creature	2017	143	Drama,Mystery	6.5	2418
Heartfall Arises	2016	106	Action,Crime,Drama	4.3	287
Life of the Party	2018	105	Comedy	5.6	38128
Minore	2023	111	Fantasy	7.3	6
Black Water	2018	104	Action,Drama,Thriller	4.7	7034
Yathra Chodikkathe	2016	106	Drama	6.1	13
Haldaa	2017	150	Drama	7.8	762
Wild Plants	2016	108	Documentary	6.6	76
24 Hr Sunshine	2023	117	Comedy,Drama	6.0	42
The Bacchus Lady	2016	110	Drama	7.2	1011
Beast	2017	107	Crime,Drama,Mystery	6.8	14600
One-Line	2017	131	Crime,Drama	6.0	289
Roger D'Astous	2016	103	Biography,Documentary	7.2	18
The Ash Lad: In the Hall of the Mountain King	2017	104	Adventure,Family,Fantasy	6.2	3952
Rabid	2019	107	Horror,Sci-Fi	5.2	5831
Mischievous Kiss the Movie Part 3: Propose	2017	117	Comedy,Drama,Romance	7.4	81
Beyond the Edge	2018	111	Action,Adventure,Fantasy	4.5	3328
Just Like Our Parents	2017	102	Drama	7.2	2196
Veerappan	2016	125	Action,Biography,Crime	5.3	834
Karingunnam 6's	2016	144	Drama,Sport	5.4	378
Shippû rondo	2016	109	Action,Comedy,Drama	5.3	81
Close-Knit	2017	127	Drama	7.2	1865
Crimea as It Was	2016	126	Documentary	7.1	587
Echorsis	2016	110	Comedy,Horror	5.8	16
A Very Sordid Wedding	2017	109	Comedy	5.4	1633
Peter Pan & Wendy	2023	106	Action,Adventure,Comedy	4.2	16668
Dirty Work	2016	103	Crime,Drama	6.2	21
God's Own Country	2017	104	Drama,Romance	7.6	32873
I Hate My Neighbor!	2019	180	Drama	9.7	9
Dream	2016	106	Drama	5.5	307
Battle of Memories	2017	119	Fantasy,Mystery,Sci-Fi	6.5	1147
Saat Uchakkey	2016	139	Comedy	5.6	958
Ma' Rosa	2016	110	Drama	6.9	968
Eedo Rakam Aado Rakam	2016	129	Comedy,Romance	6.5	1317
Wajah Tum Ho	2016	136	Drama,Mystery,Romance	4.5	1312
1920 London	2016	120	Horror,Mystery	4.1	1846
A Fantastic Woman	2017	104	Drama	7.2	26457
Magal and the Ants	2016	110	Comedy	6.1	63
Raaz Reboot	2016	128	Horror,Mystery,Romance	4.4	2051
Phantom of the Theatre	2016	103	Drama,Mystery,Romance	5.2	397
Mission Star	2017	103	Action,Comedy,Drama	7.6	27
Geethaiyin Raadhai	2016	135	Comedy,Drama	5.7	294
Just Say Goodbye	2017	106	Drama	6.3	213
Half Ticket	2016	112	Drama,Family	7.7	251
Coyote	2017	126	Action,Drama	7.2	2075
Stolen Breath: The Truth Revealed	2017	136	Drama	7.1	16
Kasaba	2016	137	Action,Crime,Thriller	4.5	1316
Ballia Ke Dabangai	2016	137	Action,Drama,Romance	5.3	25
Shikhamani	2016	132	Action,Adventure,Thriller	4.7	32
Taekwondo	2016	112	Comedy,Drama,Romance	6.5	3056
The Night	2016	136	Drama	3.8	307
Musafir	2016	148	Action,Crime,Thriller	6.3	980
Teri Meri Love-Story	2016	130	Drama	6.8	71
Mr & Mrs Sadachari	2016	128	Comedy,Drama,Romance	7.3	57
Phantom Detective	2016	126	Action,Crime,Drama	6.3	1209
The King	2017	134	Action,Crime,Drama	6.9	2179
Magical Mystery or: The Return of Karl Schmidt	2017	111	Comedy,Drama,Music	6.5	1011
Greatest Animated Movies	2016	180	Documentary	6.8	9
Sanfelices	2017	102	Drama	7.4	10
Bhanwar	2017	161	Drama,Family,Fantasy	8.9	25
Beautifully Broken	2018	108	Drama	5.8	446
#Roxy	2018	105	Comedy,Romance	5.0	337
Hillary's America: The Secret History of the Democratic Party	2016	106	Biography,Documentary,History	4.9	7624
Zaak: De Zutter	2016	125	Crime,History	6.7	28
On the Road	2016	121	Drama	6.0	237
Dos Compadres y una Yola	2017	101	Comedy	7.3	12
Gender Bender	2016	110	Comedy	6.8	37
Audaz se eleva	2016	107	Documentary	7.6	9
Laughter	2020	124	Drama	6.3	151
The Wolf and the Baby	2016	106	Comedy,Horror,Mystery	7.9	21
The Florida Project	2017	111	Drama	7.6	119651
When We Were Young	2016	110	Drama	6.2	39
Gostosas, Lindas e Sexies	2017	140	Comedy	3.9	121
Saka: The Martyrs of Nankana Sahib	2016	130	Drama,History	7.6	16
Kadere Tutsak	2016	120	Crime,Drama,Horror	5.7	36
Snow of the Dream	2017	113	Drama	7.5	24
Godless Youth	2017	114	Crime,Drama,Mystery	5.7	1797
The Greenstone	2016	122	Drama	6.2	6
The Great Story of Sodabuddi	2016	154	Crime,Drama,Romance	7.2	26
My Journey Through French Cinema	2016	201	Documentary	7.7	945
Shabondama	2017	108	Drama	7.1	127
Doddmane Hudga	2016	136	Action,Drama	6.0	766
Flight Crew	2016	138	Action,Adventure,Drama	6.6	5717
Aagam	2016	115	Drama	7.0	12
To Hell and Back: The Kane Hodder Story	2017	108	Biography,Documentary	7.7	820
Vetrivel	2016	141	Drama	6.2	358
Ennul Aayiram	2016	138	Drama,Thriller	4.7	33
Favio: Chronicle of a Director	2016	120	Documentary	8.6	30
Brawl in Cell Block 99	2017	132	Action,Crime,Drama	7.1	70603
Mosquito	2020	125	Drama,War	6.8	637
Romeo & Radhika	2016	160	Comedy,Romance	5.7	20
Anyarku Praveshanamilla	2016	135	Comedy	2.2	11
High & Low: The Movie	2016	129	Action	6.4	722
A Midsummer Night's Dream	2017	105	Comedy,Fantasy	5.5	230
A Foley Artist	2016	101	Biography,Documentary,History	7.2	51
Fighting Belle	2017	111	Comedy	5.9	63
Maya Mridanga	2016	124	Drama	8.0	14
12 Chairs	2016	110	Adventure,Comedy	4.2	481
Mang dao	2017	111	Crime,Family	6.2	68
Hide and Seek	2016	105	Mystery,Thriller	5.9	689
Psycho Raman	2016	133	Crime,Drama,Thriller	7.3	15346
Blindness	2016	115	Drama	5.8	318
1986. La historia detrás de la Copa	2016	208	Documentary	9.3	6
Vangaveeti	2016	142	Action,Biography,Crime	5.8	299
We Are Boats	2018	108	Fantasy	5.6	741
Siblings	2016	112	Drama	7.1	42
The Eye's Dream	2016	102	Thriller	6.0	19
Fashionista	2016	110	Drama,Fantasy,Thriller	5.4	550
Mardaani 2	2019	103	Action,Crime,Drama	7.3	9832
Loners	2018	115	Drama,Thriller	5.8	17
Rubirosa	2018	110	Drama,History	6.5	82
Asura	2018	141	Action,Fantasy,Romance	2.9	201
Oflu Hoca'nin Sifresi 2	2016	110	Comedy	3.7	523
Youth	2016	124	Drama	7.8	16
Slovenija, Avstralija in jutri ves svet	2017	116	Drama	6.9	159
Your Lie in April	2016	122	Drama,Music,Romance	6.8	1603
Indian Horse	2017	101	Drama,Sport	7.3	2414
Raja Cheyyi Vesthe	2016	144	Action,Romance,Thriller	5.6	79
Manithan	2016	150	Drama,Thriller	6.9	1268
Life and Fight	2016	110	Drama,History,Romance	8.1	715
Re: Born	2016	106	Action,Crime,Drama	6.0	1488
Making Moves	2017	121	Action,Comedy,Crime	7.4	15
A Decent Woman	2016	104	Drama	5.8	492
Coffin 2	2017	101	Crime,Horror,Thriller	3.2	3594
Welcome to Central Jail	2016	152	Comedy	2.9	463
Mr Predictable	2016	103	Comedy,Romance	7.1	59
30 Years Ago	2016	145	Drama,Thriller	7.0	2141
The Lost Reflection: Confessions of a Kept Woman	2016	106	Documentary,Drama	3.7	15
Inseparables	2016	108	Comedy,Drama	6.5	1041
Permitidos	2016	106	Comedy,Romance	5.6	1125
Ore Mukham	2016	111	Crime,Mystery,Thriller	5.8	449
A Aa	2016	152	Comedy,Drama,Romance	6.8	3390
Ranathanthra	2016	141	Action,Romance,Thriller	7.0	9
Tap: The Last Show	2017	133	Drama	6.7	29
Fight for Justice	2016	105	Crime,Documentary	6.4	9
Unholy Ground	2016	106	Horror	5.5	62
Boundaries	2018	104	Comedy,Drama	5.5	2478
The Delivered	2019	112	Drama,History,Thriller	6.2	1643
Those Who Fear Are Dead	2016	106	Drama	3.8	101
Miss Teacher	2016	133	Romance	3.1	347
Ismael's Ghosts	2017	114	Drama,Romance,Thriller	5.5	2719
Läkaren som vägrade ge upp	2016	112	Documentary	8.6	38
Blood Will Tell	2019	113	Drama,Mystery,Thriller	6.1	874
The Corrupted	2019	103	Crime,Drama,Thriller	5.7	1712
Godard Mon Amour	2017	107	Biography,Comedy,Drama	6.6	5727
Parks	2017	118	Drama,Family	6.6	946
La banda Grossi	2018	113	Adventure,Crime,Drama	6.2	253
What's Up with Cinta 2	2016	123	Drama,Romance	7.3	2040
Black Hollow Cage	2017	105	Drama,Horror,Sci-Fi	4.9	1569
Above Suspicion	2019	104	Action,Biography,Crime	5.7	7241
The Erlprince	2016	101	Drama	5.3	150
Primal Rage	2018	106	Action,Adventure,Horror	5.0	3855
